	TCGA.02.0001	TCGA.02.0003	TCGA.02.0007	TCGA.02.0009	TCGA.02.0010	TCGA.02.0011	TCGA.02.0014	TCGA.02.0021	TCGA.02.0024	TCGA.02.0027	TCGA.02.0028	TCGA.02.0033	TCGA.02.0034	TCGA.02.0038	TCGA.02.0043	TCGA.02.0047	TCGA.02.0052	TCGA.02.0054	TCGA.02.0057	TCGA.02.0058	TCGA.02.0060	TCGA.02.0064	TCGA.02.0069	TCGA.02.0071	TCGA.02.0074	TCGA.02.0075	TCGA.02.0080	TCGA.02.0083	TCGA.02.0085	TCGA.02.0086	TCGA.02.0089	TCGA.02.0099	TCGA.02.0102	TCGA.02.0107	TCGA.02.0113	TCGA.02.0114	TCGA.02.0115	TCGA.02.0116	TCGA.02.2466	TCGA.02.2470	TCGA.02.2483	TCGA.02.2485	TCGA.02.2486	TCGA.06.0122	TCGA.06.0124	TCGA.06.0125	TCGA.06.0126	TCGA.06.0128	TCGA.06.0129	TCGA.06.0130	TCGA.06.0133	TCGA.06.0137	TCGA.06.0139	TCGA.06.0140	TCGA.06.0141	TCGA.06.0142	TCGA.06.0143	TCGA.06.0145	TCGA.06.0147	TCGA.06.0155	TCGA.06.0169	TCGA.06.0875	TCGA.06.0876	TCGA.06.0877	TCGA.06.0878	TCGA.06.0879	TCGA.06.0881	TCGA.06.0882	TCGA.06.0939	TCGA.06.1084	TCGA.06.1086	TCGA.06.1087	TCGA.06.1800	TCGA.06.1801	TCGA.06.1802	TCGA.06.1805	TCGA.06.2557	TCGA.06.2558	TCGA.06.2559	TCGA.06.2561	TCGA.06.2562	TCGA.06.2563	TCGA.06.2564	TCGA.06.2565	TCGA.06.2566	TCGA.06.2567	TCGA.06.2569	TCGA.06.2570	TCGA.12.0670	TCGA.12.0820	TCGA.12.0821	TCGA.12.0822	TCGA.12.0826	TCGA.12.0827	TCGA.12.0828	TCGA.12.0829	TCGA.12.1088	TCGA.12.1089	TCGA.12.1090	TCGA.12.1091	TCGA.12.1092	TCGA.12.1093	TCGA.12.1094	TCGA.12.1095	TCGA.12.1096	TCGA.12.1097	TCGA.12.1098	TCGA.12.1099	TCGA.12.1597	TCGA.12.1598	TCGA.12.1599	TCGA.12.1600	TCGA.12.1602	TCGA.12.3644	TCGA.12.3646	TCGA.12.3648	TCGA.12.3649	TCGA.12.3650	TCGA.12.3651	TCGA.12.3652	TCGA.12.3653	TCGA.14.0736	TCGA.14.0783	TCGA.14.0786	TCGA.14.0787	TCGA.14.0789	TCGA.14.0790	TCGA.14.0812	TCGA.14.0813	TCGA.14.0817	TCGA.14.0865	TCGA.14.0866	TCGA.14.0867	TCGA.14.0871	TCGA.14.1034	TCGA.14.1037	TCGA.14.1396	TCGA.14.1401	TCGA.14.1402	TCGA.14.1451	TCGA.14.1452	TCGA.14.1453	TCGA.14.1454	TCGA.14.1455	TCGA.14.1456	TCGA.14.1458	TCGA.14.1459	TCGA.14.1794	TCGA.14.1795	TCGA.14.1821	TCGA.14.1823	TCGA.14.1825	TCGA.14.1827	TCGA.14.1829	TCGA.14.2554	TCGA.14.2555	TCGA.14.3476	TCGA.14.3477	TCGA.14.4157	TCGA.15.1446	TCGA.15.1447	TCGA.15.1449	TCGA.16.0846	TCGA.16.0848	TCGA.16.0849	TCGA.16.0850	TCGA.16.0861	TCGA.16.1045	TCGA.16.1047	TCGA.16.1048	TCGA.16.1055	TCGA.16.1056	TCGA.16.1060	TCGA.16.1062	TCGA.16.1063	TCGA.16.1460	TCGA.19.0955	TCGA.19.0957	TCGA.19.0960	TCGA.19.0962	TCGA.19.0963	TCGA.19.0964	TCGA.19.1385	TCGA.19.1386	TCGA.19.1387	TCGA.19.1388	TCGA.19.1389	TCGA.19.1390	TCGA.19.1392	TCGA.19.1786	TCGA.19.1787	TCGA.19.1788	TCGA.19.1789	TCGA.19.1790	TCGA.19.1791	TCGA.19.2619	TCGA.19.2620	TCGA.19.2621	TCGA.19.2623	TCGA.19.2624	TCGA.19.2625	TCGA.19.2629	TCGA.19.2631	TCGA.19.4068	TCGA.26.1438	TCGA.26.1439	TCGA.26.1440	TCGA.26.1443	TCGA.26.1799	TCGA.27.1830	TCGA.27.1831	TCGA.27.1832	TCGA.27.1833	TCGA.27.1834	TCGA.27.1835	TCGA.27.1836	TCGA.27.1837	TCGA.27.1838	TCGA.27.2518	TCGA.27.2519	TCGA.27.2521	TCGA.27.2523	TCGA.27.2524	TCGA.27.2526	TCGA.27.2527	TCGA.27.2528	TCGA.28.1745	TCGA.28.1746	TCGA.28.1747	TCGA.28.1749	TCGA.28.1750	TCGA.28.1751	TCGA.28.1752	TCGA.28.1753	TCGA.28.1755	TCGA.28.1756	TCGA.28.1757	TCGA.28.1760	TCGA.28.2502	TCGA.28.2506	TCGA.28.2509	TCGA.28.2513	TCGA.28.2514	TCGA.32.1970	TCGA.32.1973	TCGA.32.1976	TCGA.32.1977	TCGA.32.1978	TCGA.32.1982	TCGA.32.1986	TCGA.32.1987	TCGA.32.1991	TCGA.32.2491	TCGA.32.2494	TCGA.32.2495	TCGA.32.2615	TCGA.32.2616	TCGA.32.2632	TCGA.32.2634	TCGA.32.2638	TCGA.32.4208	TCGA.32.4209	TCGA.32.4210	TCGA.32.4211	TCGA.32.4213	TCGA.32.4719	TCGA.41.2571	TCGA.41.2572	TCGA.41.2573	TCGA.41.2575	TCGA.41.3392	TCGA.41.3393	TCGA.41.3915	TCGA.41.4097
C16orf45	-2.928610263	-2.752352171	-2.727726739	-2.625106921	-0.948784186	-3.601260234	0.772447108	-3.577633266	-2.248667593	-1.64188065	-2.210938478	-3.601135093	-2.661018924	-3.674933954	-2.670514725	-1.592739232	-2.588695664	-2.051645449	-3.34354408	-3.608623163	-2.570155985	0.757825319	0.703359187	0.667642812	-0.403585951	0.723161529	0.413265041	0.783817035	0.45055799	0.317355993	0.471970851	-0.480179409	-0.252328793	-1.731488039	-0.334642048	0.239153833	0.305287256	-0.736123644	0.103724923	0.598331071	0.362781056	0.677777003	-0.406544628	0.010667661	0.311285728	-0.154532697	0.467437201	-0.132127405	0.202756477	-1.42470739	-0.140639023	-0.131517374	-1.411050419	-0.564941648	-0.521864963	0.662142785	0.581070209	-0.754399249	-0.57737878	-1.438558225	0.323923825	0.522972929	0.698066296	0.193375754	0.47492618	-0.372826657	-1.068871438	-0.375214306	-2.026535454	-1.783677552	-1.739042331	-0.24246936	-0.666168484	0.469105513	0.305021931	-0.0657827	0.140999743	0.632071458	0.860756477	0.586391814	1.273128491	0.517426592	0.749134765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFPT2	-1.268979967	-0.873272259	-1.512070269	-0.205457372	-3.319548926	-2.882439293	-0.403600249	-0.657042705	-2.378851696	-0.6348882	-2.12585585	-1.910249752	-1.641060158	-1.242997865	-0.636547217	-2.567816965	-0.865712568	-2.122022258	-1.004830396	-1.61883462	0.156110549	1.785840367	-1.155975549	1.021055537	1.406948873	1.814552409	0.671864379	-0.752441407	0.671514595	0.894549766	0.167688579	0.491624139	0.50396063	0.600052542	-0.604829843	0.408845245	-0.182625607	-0.84664347	0.147127861	1.182651829	-0.551853949	-0.197484563	1.000232963	1.275058213	1.492161789	-1.189020614	-1.281860383	0.800790118	0.612134109	1.773905236	-0.342078337	-0.410554291	0.881316582	0.827888921	1.011193344	-0.692089486	0.987432277	-1.650094726	0.51942538	0.220709732	0.005483258	-0.912555669	0.163529335	-0.249379596	0.129931085	0.847023003	0.750662786	-0.327134828	-0.432596209	-0.559999914	-2.299220208	-0.401222668	0.68688407	-0.265808968	0.622880634	0.308088111	0.28075101	0.200888465	1.133796083	0.484515406	0.6146683	-0.73554784	0.403093345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLFN12	0.299688603	0.667638866	-1.190305119	0.028747098	-0.505216033	3.157846504	-0.85037444	2.551944733	-1.367062406	1.240296233	0.774016232	0.851577976	0.034295468	-1.08958414	2.480719587	-0.718131232	0.026196021	-0.521745932	1.628134278	0.374628025	1.350404286	-0.232455305	-1.023280283	-0.468012534	-0.747203559	-0.373771677	-0.977704289	-0.555235002	-0.362721281	0.610670503	-0.347685135	1.096686126	-0.217959251	0.83929336	-0.857019278	-1.293713294	-0.662411484	-0.39732995	-0.270186646	-0.665886899	-0.301209369	-0.750344877	1.20697569	-0.644760369	0.301707438	0.075124123	-0.400820711	-0.085069068	-0.272484983	0.58502199	-0.593444709	-0.307764347	2.041742013	-0.732225085	0.856537513	-0.276514336	-0.468859424	0.744457212	0.987728579	-1.234144195	-0.201368182	-0.547563477	0.370524087	-0.674568715	1.434000081	-0.55598192	1.192385544	0.981460422	1.719845019	1.841384004	-0.376170263	-0.422919422	-0.588198628	-0.735344382	-0.964437673	0.102041596	0.460690861	1.051477533	-0.356017452	1.995687246	1.97390147	0.666092153	-0.611117143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNE1	1.520218137	0.937539362	-0.429049746	0.09055412	0.713633229	1.699967238	0.486124045	2.746065752	1.533020746	-2.015701671	-1.262908147	-0.375473305	-2.079005502	1.72814053	-0.975968769	1.80130323	1.634501491	1.114481955	2.350250978	-1.350333346	-1.18111256	-0.204753974	-0.426302842	-0.44788161	0.082149414	0.709177837	0.647294693	0.484215915	0.183143949	0.555197985	-0.437643125	0.371643234	-0.468246195	-0.931225245	2.11805201	-0.00155109	-0.59661351	1.888609808	0.318973387	-0.705954735	0.234480371	-0.000527969	-0.960829832	-0.647237783	-0.027302166	0.305221575	0.38415962	-1.327737842	-0.562854229	0.736723576	-1.35178681	-0.955614702	-1.301360711	-0.831935349	0.36683631	-0.544383831	-1.398935901	-1.238390951	0.250284186	0.184249164	-0.823738143	0.66652047	0.155360117	-0.348298547	0.34799593	0.678872359	-0.882787756	-0.548288062	-0.558711774	2.031426996	-0.063351591	3.787992087	-0.317151637	-0.589834546	-0.629958407	-1.235486511	0.63679718	0.055374911	-0.375808066	-1.023729228	0.354148305	0.746218002	-0.233125283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMPR	-1.236657388	-0.747125823	-0.908351199	-1.11890432	-0.538186017	-1.299695432	-1.201216687	0.123803082	-1.465833456	-0.150395579	-0.630072582	-1.121889578	-0.762419651	-1.139571571	1.019175009	-1.426001758	-1.141880562	1.655255125	1.060800686	-0.487979062	-0.191802261	-1.346078856	-1.399744427	-0.510359164	-1.063198209	-1.208494764	-0.469140331	0.902003644	-0.615120608	-0.589583439	1.165433741	2.070478572	-1.706874589	1.104542447	0.004508576	-1.200362876	0.102707854	0.01017679	0.397575972	0.651584338	-1.265657902	1.35049946	1.587112916	-0.421896089	-0.764204713	0.010535592	-0.219384295	-1.41663007	-1.035768231	-0.398245009	1.728644721	-0.90050516	-1.106787951	0.981095162	-0.192408186	0.621511469	-0.784355599	0.510296455	-0.54704274	-0.930314528	0.370739978	-1.271300862	1.377865306	0.95651515	-0.128863472	0.799077872	-0.34748396	0.321719181	0.053054784	-0.018588146	-0.636753055	-1.433445452	-0.56425135	-1.124316371	-0.495033398	1.788548034	1.127580756	0.272689963	-0.045891238	0.058073797	-0.318982217	0.133660165	0.094795597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2RL1	-0.822887807	1.240461404	1.158137471	2.644642826	0.076254236	-1.125659804	-1.207346866	2.63009447	1.506560462	0.570985821	0.294561921	1.282425464	-0.356879389	-1.07864023	3.290017449	1.63464125	0.604535091	0.70545058	2.466083892	-0.332223712	0.709776083	-0.400112284	-0.806612514	-0.173661975	-1.274539531	-0.030689463	0.142907106	-1.045560943	1.321864144	-0.565149624	-0.016053224	2.691977749	-0.048654579	-0.050264585	0.823885701	-1.140458595	-1.205325421	1.069026309	-0.347242962	-0.31621954	0.128401979	2.203859907	0.540076479	-1.577625623	0.508175801	1.667109734	-1.384497035	-0.514557229	-0.039772763	1.361365091	-0.056640445	-0.647090965	-0.612570575	1.081039069	-0.869977378	-1.368962038	-0.852786838	-0.768792873	-0.733611788	-0.789972547	-0.627803904	-0.571044221	-0.319169567	-1.010508919	0.866070349	0.618863998	0.1006803	0.420718203	0.694123463	1.699911988	-1.002428593	-0.160798877	-0.3937872	-0.105623721	-0.858200782	-1.367626611	-1.084190282	0.778478241	0.775787085	0.316663843	1.302973634	-0.037440035	1.655637991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCHE	-2.407776418	-2.662808029	-4.070002668	-4.209458135	-4.251099102	-4.154238335	0.173905466	-1.707669295	-4.400906682	-0.846344046	-2.539156	-2.701743917	-2.140944189	-1.769406559	-2.109611115	-2.666627575	-3.774765174	-3.47353445	-3.116851467	-1.937719472	-0.52056129	-0.096526258	0.694150896	0.47518912	0.638734598	-0.142914185	0.304501357	0.419565915	-0.286250486	0.350900186	0.467949141	0.313304895	-0.279119231	-0.243022435	-0.629869897	0.558262189	0.442066589	-0.66200259	0.622614342	-0.242682154	0.751916981	0.769958416	-0.290916251	-0.054617588	-0.131078695	0.254569566	0.544755497	0.486328153	0.394598777	-2.441916288	0.753517283	-1.401277215	-0.624793777	-0.223322256	-0.294391775	-1.178939422	-0.078905539	0.351186148	-1.711869189	-0.247617172	-0.064012177	0.267830317	0.526675824	0.568298472	0.85907788	0.129111255	-0.540561889	-0.130686267	-1.00254649	-0.621901979	-0.484676909	-0.842726263	-0.270465417	0.471697701	0.08663363	0.451586735	0.719319858	0.540804849	0.434192676	0.579082066	-0.372592536	0.032390488	0.431023435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF239	-0.692576301	-1.205196331	-1.373207769	0.228632458	1.627467506	-2.662872335	2.049201229	1.637033659	-0.532565003	-1.784854895	-1.877734482	-0.033354292	-0.875971039	0.849988812	0.943179046	0.004669232	-0.795417891	0.470996245	1.255534079	1.340773919	-2.493082392	-0.13267647	1.343873397	0.074618208	0.857438975	0.802356316	0.306423551	2.723733681	-0.340729571	-1.333296458	0.206066622	0.059950547	-0.132352591	-0.532842485	0.358178747	1.778002439	0.565830939	0.40955296	1.435277086	1.138488124	2.15607339	-0.163009311	1.264361244	-0.500717669	-0.557126302	-0.26103888	-1.141070481	0.877897121	1.674547969	-0.106378433	0.479347042	-2.489016899	-0.032081477	-1.180003526	-1.032162631	-0.561455396	0.073841473	-2.252228244	-0.730473402	-0.680530086	-1.089380759	2.206801406	0.357529931	-1.162414653	-0.764779204	0.07061426	-1.298864046	-0.179390917	-0.036840117	0.302631433	-0.615153631	0.807485615	-0.925626577	-0.215982325	-0.22739902	0.266444305	0.757301935	1.587507161	0.474513651	-2.205760563	0.735179941	1.301639788	0.097876962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP5	0.88737338	-0.310948756	1.193002555	0.6265402	-0.382911259	2.273498344	-1.232898776	1.542003809	2.333957204	1.279898434	-1.094438837	-0.518659516	0.0273588	1.776513564	0.953089037	-0.09682195	0.606497879	-1.273563061	-0.339804105	-1.514773526	1.213754084	0.731162287	-1.118497332	2.257298953	-0.581274841	1.6807284	-1.438955992	0.562902445	0.641217326	2.600482621	0.417858313	0.201873523	0.162005743	1.48291039	-0.434451581	-0.257646315	0.533849892	2.124295312	-1.051274508	0.84187256	0.16421841	1.831231551	-0.58359955	0.305335794	1.403623189	-0.181660076	-0.769792247	-0.944465196	-1.570429372	-0.667926322	-1.187353967	-1.020434791	-0.018059814	0.2787514	-0.638530931	-1.555928928	-0.159098701	-1.235862539	0.476902797	-0.00573047	-1.260906121	-0.896798002	-0.14165225	-0.469803989	-0.306657842	-0.477665888	0.285563039	-0.882608974	-0.742355274	-0.783388194	-1.325816005	-0.526559986	-0.975120056	-0.449642948	0.600413534	-1.142757987	0.268158756	-0.064918999	0.438845123	0.279837026	1.726450965	1.261678601	0.528295796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDN	-1.130399384	-0.169510606	-0.445129912	0.462609126	1.112180173	-3.361023964	0.23073584	-3.66259316	1.762559489	0.184864949	-0.601622253	-2.615840437	-0.504135832	-3.553629234	1.896622847	-2.161712296	0.093146615	-1.085280931	0.568537991	-2.043710213	0.576785142	1.358749115	0.536596612	0.906274096	0.662608335	0.788299007	-1.410238536	-1.093744334	1.287720631	-0.275612402	-0.163789032	0.018465525	1.237933825	0.542542653	-0.382158537	-0.269515651	-0.877503591	0.869751929	-0.530100496	0.239433879	0.830026846	-0.041954357	-1.068335141	0.403611441	-0.075515546	0.808187926	0.210691778	-0.731682251	0.326970173	0.658461895	-0.677103167	-0.849843811	0.927947165	1.241773597	0.286455689	-1.048131097	1.131335415	-1.906511337	0.836024219	1.719689265	0.124862045	-0.479610178	0.349954407	0.1429049	1.256318091	0.37704436	1.220238827	-0.277968595	-2.020934371	-0.656822569	0.902325759	1.211248326	1.100980256	0.970329421	0.440181015	0.243653176	0.199193824	0.41230385	1.034335752	-1.53045307	0.996515443	0.326331116	0.785065567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOX3	-1.473814629	-1.263001353	1.083396984	1.394107272	2.025474739	-0.985520095	1.636269932	-1.772367811	0.700891071	-0.775449151	-0.658918827	-0.814759917	-1.034942902	-1.587794988	-1.164884852	0.727595163	-1.65021841	-0.487379601	-1.660423447	-1.496788714	-1.184301621	-1.842339291	1.193949653	0.180308941	0.365920071	-1.537268365	1.083703718	-0.180248055	-0.75237881	-1.773974835	-0.876884286	0.826630102	-0.226295406	-1.13205033	-1.691746149	0.946897985	-1.247645552	-0.008227751	1.372365828	-0.05387801	1.4621035	1.159407495	-0.275217302	-0.850350344	-1.529056868	-1.719057938	-1.166728448	0.700015499	1.265742387	-0.701273818	-0.621736156	-0.267692401	-1.608933781	0.617170952	-1.215023499	-0.351140268	0.005925857	-0.743123547	-1.274389109	-0.66733331	-0.927294167	1.215195084	0.144366757	-1.211472357	0.372501926	0.758477298	-1.409519404	-0.840267998	-0.853314968	-1.489977115	-0.984152652	1.418486393	0.615970673	0.713112347	0.387907677	0.591572878	0.349052118	1.366671295	1.188542966	-0.146009291	-0.318008099	-0.200243267	0.961803936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTRF	1.337003551	-0.342034275	-2.441453091	0.418298989	-0.951312026	-2.438497117	-2.230657617	1.06055601	1.311985254	1.823967649	0.740486361	-2.396352891	1.111286352	-0.47193814	1.218104	-2.500500517	0.641098863	-2.335064662	0.269192007	-2.053506495	1.36164853	1.611194042	-0.532866281	0.786648192	-0.140598412	0.808273689	-1.455451237	-0.333956144	0.86274511	0.355238612	0.732419763	0.759561795	0.466542978	0.74422884	-0.075820005	-1.126095716	-0.232309885	0.772830404	0.010028785	0.602463105	-0.472216769	0.272192381	1.75517522	0.958346612	0.862038559	0.791637286	-0.30591642	-1.94783188	-2.517552367	1.271620493	-1.344749405	-0.108408047	-0.22547264	0.685358061	-0.851705769	-0.464192527	0.645937813	-0.790013815	0.76940031	0.731728968	-0.06280176	-1.3758924	0.023605271	1.065045238	0.88848777	0.025092233	0.8882426	0.238167203	-1.702658831	-1.327798548	0.570325476	-0.521725843	0.515469825	-0.971017407	0.341326585	-0.505981434	-0.739712285	-0.419463845	0.361346136	0.619005422	1.288005579	0.522540534	1.025479444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
